imagen,real,prediccion,correcta,caracteres_correctos
HYL-535.jpg,HYL-535,HYL-535,True,7
AEC-361.jpg,AEC-361,AEC-361,True,7
IYA-068.jpg,IYA-068,IYA-068,True,7
YAS-142.jpg,YAS-142,YAS-142,True,7
KPM-980.jpg,KPM-980,KPM-98,False,6
NZZ-082.jpg,NZZ-082,NZZT082,False,6
ACC-429.jpg,ACC-429,ACC-429,True,7
MYL-462.jpg,MYL-462,MYL-462,True,7
PNW-801.jpg,PNW-801,PNW-801,True,7
WLN-270.jpg,WLN-270,WLN-270,True,7
AFJ-311.jpg,AFJ-311,AFJ311,False,4
UIG-853.jpg,UIG-853,UIG-853,True,7
WSO-661.jpg,WSO-661,WSO-661,True,7
XAS-261.jpg,XAS-261,XAS-261,True,7
OVT-189.jpg,OVT-189,0VT-189,False,6
QNX-189.jpg,QNX-189,QNX-189,True,7
YJH-166.jpg,YJH-166,YJH-166,True,7
GLW-838.jpg,GLW-838,GLW-838,True,7
SBV-758.jpg,SBV-758,SBV-758,True,7
BRA-362.jpg,BRA-362,BRA-362,True,7
TUO-152.jpg,TUO-152,TUO-152,True,7
QWY-617.jpg,QWY-617,QWY617,False,3
XSP-219.jpg,XSP-219,XSP219,False,3
ZTK-166.jpg,ZTK-166,ZTK-166,True,7
LFU-477.jpg,LFU-477,LFU-477,True,7
FCY-161.jpg,FCY-161,FCY161,False,3
LQP-599.jpg,LQP-599,LQP599,False,4
DMH-169.jpg,DMH-169,DMH-169,True,7
KTG-713.jpg,KTG-713,KTG-713,True,7
HQN-177.jpg,HQN-177,HQN-17,False,6
MSN-145.jpg,MSN-145,MSN-145,True,7
TYG-999.jpg,TYG-999,TYG-999,True,7
PWV-848.jpg,PWV-848,PWV84,False,3
MSA-225.jpg,MSA-225,MSA-225,True,7
UHK-946.jpg,UHK-946,UHK-94,False,6
GIT-225.jpg,GIT-225,GT225,False,1
WDI-278.jpg,WDI-278,WD-278,False,2
ETB-219.jpg,ETB-219,ETB-219,True,7
OAV-445.jpg,OAV-445,OAV-445,True,7
LNF-001.jpg,LNF-001,LNF001,False,4
HQG-740.jpg,HQG-740,HQG-740,True,7
VIQ-393.jpg,VIQ-393,VIQ-393,True,7
BQL-116.jpg,BQL-116,BQL-116,True,7
GOJ-086.jpg,GOJ-086,GOJ-086,True,7
EJT-268.jpg,EJT-268,EJT268,False,3
OZF-926.jpg,OZF-926,OZF926,False,3
WQE-905.jpg,WQE-905,WQE-908,False,6
WHO-222.jpg,WHO-222,WHO-222,True,7
RBS-444.jpg,RBS-444,RBS-444,True,7
SXS-402.jpg,SXS-402,SXS-402,True,7
NMF-137.jpg,NMF-137,NMF137,False,3
LXI-293.jpg,LXI-293,LXI-293,True,7
CLU-613.jpg,CLU-613,CLU-613,True,7
VZP-054.jpg,VZP-054,VZP054,False,3
LOQ-970.jpg,LOQ-970,LOQ-970,True,7
LQI-670.jpg,LQI-670,LQ-670,False,2
HOC-427.jpg,HOC-427,HOC-42,False,6
DML-340.jpg,DML-340,DML-34Q,False,6
IMD-582.jpg,IMD-582,IMD-582,True,7
VGJ-210.jpg,VGJ-210,VGJ210,False,3
VJA-709.jpg,VJA-709,VJA-709,True,7
QDQ-232.jpg,QDQ-232,QQ-232,False,1
KAJ-716.jpg,KAJ-716,KAJ-716,True,7
FOJ-470.jpg,FOJ-470,FOJ-470,True,7
DFS-439.jpg,DFS-439,DFS-439,True,7
KSP-023.jpg,KSP-023,KSP023,False,3
HSL-877.jpg,HSL-877,HSL-877,True,7
EJK-610.jpg,EJK-610,EJK-610,True,7
ZXH-942.jpg,ZXH-942,ZXH942,False,3
JFL-282.jpg,JFL-282,JFL-282,True,7
EZK-754.jpg,EZK-754,EZK-754,True,7
NUO-251.jpg,NUO-251,NU0-251,False,6
NQD-446.jpg,NQD-446,NQD-44,False,6
RVM-292.jpg,RVM-292,RVM-294,False,6
NQD-034.jpg,NQD-034,NQD-034,True,7
HKX-523.jpg,HKX-523,HKX-523,True,7
PJO-073.jpg,PJO-073,PJO0-073,False,3
FID-242.jpg,FID-242,FID-242,True,7
UUR-421.jpg,UUR-421,UUR-421,True,7
MJZ-030.jpg,MJZ-030,MJZ-030,True,7
QHB-236.jpg,QHB-236,QHB-23,False,6
XEG-725.jpg,XEG-725,XEG-725,True,7
VMX-071.jpg,VMX-071,VMX-071,True,7
HKR-095.jpg,HKR-095,HKR-095,True,7
DUO-135.jpg,DUO-135,DUO-135,True,7
UCP-864.jpg,UCP-864,UCP864,False,3
QMI-548.jpg,QMI-548,QMI-548,True,7
ZNT-731.jpg,ZNT-731,ZNT-731,True,7
IPH-010.jpg,IPH-010,IPH-010,True,7
ERO-174.jpg,ERO-174,ERO-174,True,7
YMA-107.jpg,YMA-107,YMA-107,True,7
KJN-635.jpg,KJN-635,KJN-635,True,7
UZX-083.jpg,UZX-083,UZX-083,True,7
LHC-947.jpg,LHC-947,LHC-947,True,7
YPB-144.jpg,YPB-144,YPB-144,True,7
RPP-054.jpg,RPP-054,RPP054,False,3
HVB-950.jpg,HVB-950,HVB-950,True,7
VUO-871.jpg,VUO-871,VU0-871,False,6
GIW-160.jpg,GIW-160,GW-160,False,1
KOD-096.jpg,KOD-096,KOD-09,False,6
UTB-368.jpg,UTB-368,UTB-368,True,7
XKK-345.jpg,XKK-345,XKK-345,True,7
DAS-921.jpg,DAS-921,DAS-921,True,7
LTI-935.jpg,LTI-935,LTI-935,True,7
SZI-243.jpg,SZI-243,SZI-243,True,7
YRJ-495.jpg,YRJ-495,YRJ-495,True,7
NFK-687.jpg,NFK-687,NFK-687,True,7
CYA-896.jpg,CYA-896,CYA-896,True,7
RWX-170.jpg,RWX-170,RWX-170,True,7
DQZ-920.jpg,DQZ-920,DOZ-92D,False,5
PSV-360.jpg,PSV-360,PSV-360,True,7
ZJT-202.jpg,ZJT-202,ZJT202,False,3
UJH-737.jpg,UJH-737,UJH-737,True,7
MBZ-568.jpg,MBZ-568,MBZ-568,True,7
BGX-218.jpg,BGX-218,BGX-218,True,7
XYQ-511.jpg,XYQ-511,XYQ511,False,4
BSO-108.jpg,BSO-108,BSO-108,True,7
GAT-804.jpg,GAT-804,GAT-804,True,7
LTN-863.jpg,LTN-863,LTN-863,True,7
OKM-469.jpg,OKM-469,OKM-469,True,7
GFG-728.jpg,GFG-728,GFG-728,True,7
KLY-404.jpg,KLY-404,KLY404,False,3
HSN-915.jpg,HSN-915,HSN-915,True,7
INH-919.jpg,INH-919,INH-919,True,7
HIA-891.jpg,HIA-891,HIA-891,True,7
EQN-723.jpg,EQN-723,EQN-723,True,7
RQN-481.jpg,RQN-481,RQN481,False,3
PYE-572.jpg,PYE-572,PYE572,False,3
YOZ-450.jpg,YOZ-450,YOZ-450,True,7
OAE-803.jpg,OAE-803,OAES803,False,6
PQE-311.jpg,PQE-311,PQE-311,True,7
SDI-436.jpg,SDI-436,SD-436,False,2
CNB-141.jpg,CNB-141,CNB-141,True,7
PVF-892.jpg,PVF-892,PVF-892,True,7
TQD-573.jpg,TQD-573,TQD-573,True,7
QOY-015.jpg,QOY-015,QOY0157,False,3
BBQ-620.jpg,BBQ-620,BBQ-62,False,6
VFY-102.jpg,VFY-102,VFY102,False,3
WXB-631.jpg,WXB-631,WXB-631,True,7
QMP-824.jpg,QMP-824,QMP82,False,3
OCU-525.jpg,OCU-525,OCU-525,True,7
PUF-101.jpg,PUF-101,PUF101,False,3
VFN-068.jpg,VFN-068,VFN-068,True,7
XRU-990.jpg,XRU-990,XRU-990,True,7
DMO-692.jpg,DMO-692,DMO-692,True,7
RWV-072.jpg,RWV-072,RWV073,False,3
ZXB-087.jpg,ZXB-087,ZXB-087,True,7
XRS-002.jpg,XRS-002,XRS-002,True,7
XWG-613.jpg,XWG-613,XWG-61,False,6
DYL-950.jpg,DYL-950,DYL-950,True,7
XMR-153.jpg,XMR-153,XMR-15,False,6
GRV-233.jpg,GRV-233,GRV233,False,4
CNS-829.jpg,CNS-829,CNS829,False,3
YHX-090.jpg,YHX-090,YHX-090,True,7
FXW-630.jpg,FXW-630,FXW630,False,3
SFZ-188.jpg,SFZ-188,SFZ-188,True,7
NZC-030.jpg,NZC-030,NZC-03Q,False,6
JSJ-695.jpg,JSJ-695,JSJ-695,True,7
UNF-771.jpg,UNF-771,UNF-771,True,7
XUO-814.jpg,XUO-814,XU0-814,False,6
GBW-090.jpg,GBW-090,GBW-09,False,6
BNQ-717.jpg,BNQ-717,BNQ-717,True,7
RBO-768.jpg,RBO-768,RBO-76,False,6
OEK-615.jpg,OEK-615,OEK-615,True,7
HQM-096.jpg,HQM-096,HQM-09,False,6
LWW-620.jpg,LWW-620,LWW-620,True,7
EMU-902.jpg,EMU-902,EMU-904,False,6
CBX-165.jpg,CBX-165,CBX-165,True,7
UGP-452.jpg,UGP-452,UGP452,False,3
VWB-049.jpg,VWB-049,VWB-049,True,7
RFB-434.jpg,RFB-434,RFB-434,True,7
WZD-581.jpg,WZD-581,WZD-581,True,7
AOR-828.jpg,AOR-828,AOR-828,True,7
HUL-773.jpg,HUL-773,HUL-773,True,7
KRF-645.jpg,KRF-645,KRF645,False,3
BBB-007.jpg,BBB-007,BBB-00,False,6
CTX-237.jpg,CTX-237,CTX-237,True,7
TJC-428.jpg,TJC-428,TJC-428,True,7
HKC-263.jpg,HKC-263,HKC-26,False,6
YCE-467.jpg,YCE-467,YCE467,False,3
CIW-818.jpg,CIW-818,CIW-818,True,7
FYN-469.jpg,FYN-469,FYN-469,True,7
KQB-901.jpg,KQB-901,KQB-901,True,7
XYG-073.jpg,XYG-073,XYG-073,True,7
LOV-324.jpg,LOV-324,LOV324,False,3
EZB-440.jpg,EZB-440,EZB-440,True,7
LIH-514.jpg,LIH-514,LIH-514,True,7
GOL-334.jpg,GOL-334,G0L-334,False,6
WYN-119.jpg,WYN-119,WYN-119,True,7
SPL-400.jpg,SPL-400,SPL-400,True,7
ENX-286.jpg,ENX-286,ENX-286,True,7
GKJ-206.jpg,GKJ-206,GKJ206,False,3
EPY-741.jpg,EPY-741,EPY741,False,3
PJM-175.jpg,PJM-175,PJM-175,True,7
USO-513.jpg,USO-513,US0-513,False,6
LXI-369.jpg,LXI-369,LXI-369,True,7
IED-363.jpg,IED-363,IED-363,True,7
UCX-105.jpg,UCX-105,UCX-105,True,7
AWM-352.jpg,AWM-352,AWM-352,True,7
YIG-300.jpg,YIG-300,YIG-300,True,7
ZRK-814.jpg,ZRK-814,ZRK-814,True,7
COG-635.jpg,COG-635,C0G-635,False,6
DFJ-210.jpg,DFJ-210,DFJ-210,True,7
AXO-699.jpg,AXO-699,AXO-699,True,7
HWL-900.jpg,HWL-900,AWL-9OD,False,4
UBB-775.jpg,UBB-775,UBB-775,True,7
KBJ-757.jpg,KBJ-757,KBJ-757,True,7
VOX-590.jpg,VOX-590,VOX-590,True,7
ATI-339.jpg,ATI-339,ATI-339,True,7
QES-747.jpg,QES-747,QES-747,True,7
LSX-800.jpg,LSX-800,LSX-800,True,7
TMO-445.jpg,TMO-445,TMO-445,True,7
FLU-666.jpg,FLU-666,FLU-666,True,7
TQS-329.jpg,TQS-329,TQS-329,True,7
WZB-416.jpg,WZB-416,WZB-416,True,7
MYE-407.jpg,MYE-407,MYES-407,False,3
XWH-380.jpg,XWH-380,XWH-38,False,6
OAS-935.jpg,OAS-935,OAS-935,True,7
UHB-814.jpg,UHB-814,UHB-814,True,7
PBO-108.jpg,PBO-108,PBO-108,True,7
SGS-863.jpg,SGS-863,SGS-863,True,7
TGJ-204.jpg,TGJ-204,TGJ204,False,3
GJX-826.jpg,GJX-826,GJX-826,True,7
MKM-810.jpg,MKM-810,MKM-81,False,6
MRK-408.jpg,MRK-408,MRK-408,True,7
MLS-658.jpg,MLS-658,MLS-658,True,7
JSF-326.jpg,JSF-326,JSF326,False,3
INU-019.jpg,INU-019,INU-019,True,7
JZK-750.jpg,JZK-750,JZK-750,True,7
IQV-694.jpg,IQV-694,IQV-694,True,7
GJI-661.jpg,GJI-661,GJI-661,True,7
JSU-997.jpg,JSU-997,JSU-997,True,7
TGN-937.jpg,TGN-937,TGN-937,True,7
ODN-916.jpg,ODN-916,ODN-91,False,6
RXU-920.jpg,RXU-920,RXU-92D,False,6
QPQ-055.jpg,QPQ-055,QPQ-055,True,7
JVC-005.jpg,JVC-005,JVC-005,True,7
WYZ-728.jpg,WYZ-728,WYZ-72,False,6
SYN-829.jpg,SYN-829,SYN-829,True,7
KWC-560.jpg,KWC-560,KWC-56,False,6
RVL-395.jpg,RVL-395,RVL-395,True,7
DYB-567.jpg,DYB-567,DYB-567,True,7
GOS-223.jpg,GOS-223,G0S-22,False,5
UCE-813.jpg,UCE-813,UCE-813,True,7
NFK-192.jpg,NFK-192,NFK-192,True,7
EWZ-950.jpg,EWZ-950,EWZ95,False,3
OJO-811.jpg,OJO-811,OJ0-811,False,6
HPQ-548.jpg,HPQ-548,HPQ-54,False,6
USJ-608.jpg,USJ-608,USJ-608,True,7
AQX-676.jpg,AQX-676,AQX-676,True,7
MZY-554.jpg,MZY-554,MZY-554,True,7
CLS-135.jpg,CLS-135,CLS-135,True,7
NEI-726.jpg,NEI-726,NEI-726,True,7
AKG-436.jpg,AKG-436,AKG-436,True,7
FVU-350.jpg,FVU-350,FVU-350,True,7
PGH-861.jpg,PGH-861,PGH-861,True,7
FBG-795.jpg,FBG-795,FBG-795,True,7
SPY-255.jpg,SPY-255,SPY255,False,4
XVH-269.jpg,XVH-269,XVH-269,True,7
EYQ-099.jpg,EYQ-099,EYQ-099,True,7
IKS-852.jpg,IKS-852,IKS-852,True,7
DGZ-750.jpg,DGZ-750,DGZ-750,True,7
PNL-898.jpg,PNL-898,PNL-898,True,7
LTZ-150.jpg,LTZ-150,LTZ150,False,3
MYD-155.jpg,MYD-155,MYD-155,True,7
XFN-278.jpg,XFN-278,XFN278,False,3
YAY-837.jpg,YAY-837,YAY-837,True,7
FDI-015.jpg,FDI-015,FDI-015,True,7
IPC-028.jpg,IPC-028,IPC-028,True,7
PUA-714.jpg,PUA-714,PUA-714,True,7
JFR-679.jpg,JFR-679,JFR-679,True,7
KME-208.jpg,KME-208,KME-208,True,7
KGH-249.jpg,KGH-249,KGH-249,True,7
GQE-204.jpg,GQE-204,GQE-204,True,7
RMV-436.jpg,RMV-436,RMV-43,False,6
LHJ-364.jpg,LHJ-364,LHJ364,False,3
XGH-624.jpg,XGH-624,XGH-624,True,7
FGH-637.jpg,FGH-637,FGH-637,True,7
WYB-062.jpg,WYB-062,WYB-062,True,7
ILY-975.jpg,ILY-975,ILY975,False,3
DSH-047.jpg,DSH-047,DSH-04,False,6
FZQ-461.jpg,FZQ-461,FZQ-461,True,7
WAK-479.jpg,WAK-479,WAK7479,False,6
QZW-103.jpg,QZW-103,QZW-105,False,6
YLE-344.jpg,YLE-344,YLE-344,True,7
MIG-384.jpg,MIG-384,MIG-384,True,7
EUV-445.jpg,EUV-445,EUV-445,True,7
LKH-818.jpg,LKH-818,LKH-818,True,7
JGP-382.jpg,JGP-382,JGP-382,True,7
GTW-907.jpg,GTW-907,GTW907,False,3
PGV-315.jpg,PGV-315,PGV-315,True,7
VGD-449.jpg,VGD-449,VGD-449,True,7
FXZ-388.jpg,FXZ-388,FXZ-388,True,7
NKN-857.jpg,NKN-857,NKN-85,False,6
VOY-666.jpg,VOY-666,VOY666,False,5
KYL-858.jpg,KYL-858,KYL-858,True,7
GLB-663.jpg,GLB-663,GLB-663,True,7
QSO-399.jpg,QSO-399,QSO-399,True,7
KDU-038.jpg,KDU-038,KDU-038,True,7
JKQ-441.jpg,JKQ-441,JKQ-441,True,7
DGB-023.jpg,DGB-023,DGB-02,False,6
PGF-519.jpg,PGF-519,PGF519,False,3
RVG-247.jpg,RVG-247,RVG-247,True,7
BPI-041.jpg,BPI-041,BPI-041,True,7
